LEAID,boarddocs_url,school_district_from_boarddocs,LEA_NAME,address_from_boarddocs,home_website_from_boarddocs,phone_from_nces
3417100,https://go.boarddocs.com/nj/robbinsville/Board.nsf/Public,Robbinsville Public School District,Robbinsville Public School District,"155 Robbinsville Edinburg Road Robbinsville, NJ 08691",robbinsville.k12.nj.us,(609) 632-0910
4200086,https://go.boarddocs.com/pa/rapcs/Board.nsf/Public,Richard Allen Preparatory Charter School,Richard Allen Preparatory CS,"2601 S. 58th Street Philadelphia, PA 19143",rapcs.org,(215) 878-1544
1716920,https://go.boarddocs.com/il/gsd34/Board.nsf/Public,Glenview SD34,Glenview CCSD 34,,glenview34.org,(847) 998-5005
4280150,https://go.boarddocs.com/pa/cccc/Board.nsf/Public,Clarion County Career Center,Clarion County Career Center,,clarioncte.org,(814) 226-4391
3904821,https://go.boarddocs.com/oh/ohschools/Board.nsf/Public,Ottawa Hills Local School District,Ottawa Hills Local,"4035 W. Central Avenue | Ottawa Hills, OH 43606",ohschools.k12.oh.us,(419) 536-6371
5101860,https://go.boarddocs.com/vsba/hcsva/Board.nsf/Public,Harrisonburg City Public Schools,Harrisonburg City Public Schools,"One Court Square | Harrisonburg, Virginia 22801 | Ph: 540.434.9916 Fx: 540.432-3260",harrisonburg.k12.va.us,(540) 434-9916
5102190,https://go.boarddocs.com/vsba/lcpsva/Board.nsf/Public,Lee County Public Schools,Lee County Public Schools,"155 Vo Tech Drive | Jonesville, VA 24263 | (276) 346-2107 | f (276) 346-0307",lee.k12.va.us,(276) 346-2107
601650,https://go.boarddocs.com/ca/auhsd/Board.nsf/Public,Acalanes Union High School District,Acalanes Union High,"1212 Pleasant Hill Road |   Lafayette, CA 94549   |   Phone: 925.280.3900",acalanes.k12.ca.us,(925) 280-3900
5302850,https://go.boarddocs.com/wa/ferndale/Board.nsf/Public,Ferndale Schools,Ferndale School District,6041 Vista Drive - PO Box 698 | Ferndale WA 98248 | Phone: 360-383-9200,ferndalesd.org,(360) 383-9200
612750,https://go.boarddocs.com/ca/eusd/Board.nsf/Public,Encinitas Union School District,Encinitas Union Elementary,"101 S. Rancho Santa Fe Road | Encinitas, CA, 92024-4349 | 760-944-4300",eusd.net,(760) 944-4300
4215170,https://go.boarddocs.com/pa/mvley/Board.nsf/Public,Mid Valley School Distsrict,Mid Valley SD,"52 Underwood Road | Throop, PA 18512",mvsd.us,(570) 307-1108
2010500,https://go.boarddocs.com/ks/usd368/Board.nsf/Public,Paola USD 368,Paola,"1115 E 303rd St. | Paola, KS  66071 | (913) 294-8000 | f (913) 294-8001",usd368.org,(913) 294-8000
3612660,https://go.boarddocs.com/ny/giufsd/Board.nsf/Public,Green Island Union Free School District,GREEN ISLAND UNION FREE SCHOOL DISTRICT,"171 Hudson Avenue, Green Island, NY 12183 | (518) 273-1422",greenisland.org,(518) 273-1422
607020,https://go.boarddocs.com/ca/cjusd/Board.nsf/Public,Calistoga Joint Unified School District,Calistoga Joint Unified,"1520 Lake Street Calistoga, CA 94515 | (707) 942-4703",calistogaschools.org,(707) 942-4703
5515750,https://go.boarddocs.com/wi/watertown/Board.nsf/Public,Watertown Unified School District,Watertown Unified School District,"111 Dodge Street - Watertown, WI 53094 | 920 262-1460",watertown.k12.wi.us,(920) 262-1460
2636120,https://go.boarddocs.com/mi/wpcs/Board.nsf/Public,White Pigeon Community Schools,White Pigeon Community Schools,,wpcschools.org,(269) 483-7676
4211820,https://go.boarddocs.com/pa/herm/Board.nsf/Public,Hermitage School District,Hermitage SD,,hermitagesd.net,(724) 981-8750
3600005,https://go.boarddocs.com/ny/bpcsd/Board.nsf/Public,Broadalbin-Perth Central School District,BROADALBIN-PERTH CENTRAL SCHOOL DISTRICT,"20 Pine ST | Broadalbin, NY 12025 |",bpcsd.org,(518) 954-2500
3402430,https://go.boarddocs.com/nj/burlington/Board.nsf/Public,City of Burlington Public Schools,Burlington City Public School District,"518 Locust Avenue  Burlington, NJ 08016 | (609) 387-5874",burlington-nj.net,(609) 387-5874
627060,https://go.boarddocs.com/ca/nusd/Board.nsf/Public,NEWARK UNIFIED SCHOOL DISTRICT,Newark Unified,"5715 Musick Avenue | Newark, CA 94560 | p. 510.818.4103 | info@newarkunified.org",newarkunified.org,(510) 818-4103
3606540,https://go.boarddocs.com/ny/carle/Board.nsf/Public,Carle Place Union Free School District,CARLE PLACE UNION FREE SCHOOL DISTRICT,"168 Cherry Lane, Carle Place, NY 11514",cps.k12.ny.us,(516) 622-6442
4216020,https://go.boarddocs.com/pa/mtun/Board.nsf/Public,Mount Union Area School District,Mount Union Area SD,"603 North Industrial Drive Mount Union, Pa 17066",muasd.org,(814) 542-8631
2625560,https://go.boarddocs.com/mi/nile/Board.nsf/Public,Niles Community Schools,Niles Community Schools,,nilesschools.org,(269) 683-0732
3904551,https://go.boarddocs.com/oh/muev/Board.nsf/Public,Milton-Union Exempted Village School District,Milton-Union Exempted Village,"7610 Milton-Potsdam Road West Milton, Ohio OH 45383",milton-union.k12.oh.us,(937) 884-7910
3630330,https://go.boarddocs.com/ny/waynecsd/Board.nsf/Public,Wayne Central School District,WAYNE CENTRAL SCHOOL DISTRICT,"6200 Ontario Center Rd. Ontario Center, NY 14520 | (315) 524-1000",waynecsd.org,(315) 524-1001
4214430,https://go.boarddocs.com/pa/maha/Board.nsf/Public,Mahanoy Area School District,Mahanoy Area SD,,mabears.net,(570) 773-3443
1740800,https://go.boarddocs.com/il/wthsil/Board.nsf/Public,Warren Township High School District 121,Warren Twp HSD 121,"34090 Almond Road | Gurnee, IL 60031 | Ph: 847.548.6855",d121.org,(847) 548-7144
1741790,https://go.boarddocs.com/il/sd925/Board.nsf/Public,Westchester School District 92 1/2,Westchester SD 92-5,"9981 Canterbury Street | Westchester, IL 60154 | (708) 450-2700 | (708) 450-2718",sd925.org,(708) 450-2700
2618540,https://go.boarddocs.com/mi/homercsd/Board.nsf/Public,Homer Community School District,Homer Community School District,,homerschools.net,(517) 568-4463
4215290,https://go.boarddocs.com/pa/miff/Board.nsf/Public,Mifflin County School District,Mifflin County SD,"201 Eighth Street, Lewistown, PA 17044",mcsdk12.org,(717) 248-0148
1200150,https://go.boarddocs.com/fl/brevco/Board.nsf/Public,,BREVARD,"2700 JUDGE FRAN JAMIESON WAY, VIERA, FL 32940",brevardschools.org,(321) 633-1000
3406540,https://go.boarddocs.com/nj/htsd/Board.nsf/Public,Hamilton Township School District,Hamilton Township Public School District,"90 Park Avenue | Hamilton, NJ 08690 | 609-631-4100",htsdnj.org,(609) 631-4100
3700011,https://go.boarddocs.com/nc/ccsd/Board.nsf/Public,,Cumberland County Schools,"2465 Gillespie Street | Fayetteville, NC 28306 | 910-678-2300",ccs.k12.nc.us,(910) 678-2300
2920610,https://go.boarddocs.com/mo/mcdonaldco/Board.nsf/Public,McDonald County R-1 School District,MCDONALD CO. R-I,"10 Stampede Drive | Anderson, MO 64831-7305 |",mcdonaldr1.net,(417) 845-3321
5511850,https://go.boarddocs.com/wi/sdop/Board.nsf/Public,School District of Platteville,Platteville School District,"780 N. 2nd St. | Platteville, WI 53818 | (608) 342-4000 | f (608)342-4412",platteville.k12.wi.us,(608) 342-4000
1908580,https://go.boarddocs.com/ia/dcs/Board.nsf/Public,Davenport Community Schools,Davenport Comm School District,"Achievement Service Center, 1702 Main Street Davenport, IA 52803 | p (563) 445-5000",davenportschools.org,(563) 445-5000
3410980,https://go.boarddocs.com/nj/mosd/Board.nsf/Public,Mount Olive School District,Mount Olive Township School District,"227 US Route 206, Ste. 10, Flanders, NJ 07836 ~ p 973.691.4000 ~ f 973.691.4022",motsd.org,(973) 691-4000
3418240,https://go.boarddocs.com/nj/woodland/Board.nsf/Public,Woodland Township School District,Woodland Township School District,"2 John Bowker Jr. Blvd. | PO Box 477 | Chatsworth, NJ 08019 | 609-726-1230",woodlandboe.org,(609) 726-1230
2611600,https://go.boarddocs.com/mi/drb/Board.nsf/Public,Dearborn Public Schools,Dearborn City School District,,dearbornschools.org,(313) 827-3022
600045,https://go.boarddocs.com/ca/ousd/Board.nsf/Public,Orland Unified School District,Orland Joint Unified,"903 South Street | Orland, CA 95963 | Ph: (530) 865-1200 | Fx: (530) 865-1202",orlandusd.net,(530) 865-1200
5512090,https://go.boarddocs.com/wi/potsd/Board.nsf/Public,Potosi School District,Potosi School District,,potosisd.k12.wi.us,(608) 763-2162
3624480,https://go.boarddocs.com/ny/rhinebeck/Board.nsf/Public,Rhinebeck Central School District,RHINEBECK CENTRAL SCHOOL DISTRICT,"45 North Park Road | Rhinebeck, New York | 845-871-5500",rhinebeckcsd.org,(845) 871-5520
4808940,https://go.boarddocs.com/tx/austinisd/Board.nsf/Public,Austin Independent School District,AUSTIN ISD,"4000 S IH 35 Frontage Rd., Austin, TX 78704 | 512 414-1700",austinisd.org,(512) 414-1700
3904815,https://go.boarddocs.com/oh/fls/Board.nsf/Public,Firelands Local Schools,Firelands Local,"112 N. Lake Street | South Amherst, Ohio 44001 | p 440-965-5821 |  f 440-965-5702",firelandsschools.org,(440) 965-5821
4204920,https://go.boarddocs.com/pa/cant/Board.nsf/Public,CANTON AREA SCHOOL DISTRICT * WARRIOR PRIDE,Canton Area SD,"509 E. Main Street * Canton, PA  17724 * 570-673-3191",canton.k12.pa.us,(570) 673-3191
5516830,https://go.boarddocs.com/wi/wincsd/Board.nsf/Public,,Winneconne Community School District,,winneconne.k12.wi.us,(920) 582-5802
3904983,https://go.boarddocs.com/oh/cantonoh/Board.nsf/Public,Canton Local,Canton Local,,cantonlocal.org,(330) 484-8010
5101050,https://go.boarddocs.com/vsba/culp/Board.nsf/Public,Culpeper County Public Schools,Culpeper County Public Schools,"471 James Madison Hwy., Suite 201 | Culpeper, VA 22701 | 540-825-3677 | f 540-829-2111",culpeperschools.org,(540) 825-3677
3905043,https://go.boarddocs.com/oh/kingslocal/Board.nsf/Public,Kings Local School District,Kings Local,"1797 King Avenue | Kings Mills, OH 45034 | 513.398.8050",kingslocal.net,(513) 398-8050
2622050,https://go.boarddocs.com/mi/lowell/Board.nsf/Public,Lowell Area Schools,Lowell Area Schools,,lowellschools.com,(616) 987-2500
5511710,https://go.boarddocs.com/wi/phelps/Board.nsf/Public,Phelps School District,Phelps School District,"4451 Old School Road Phelps, WI 54554",phelps.k12.wi.us,(715) 545-2724
4206810,https://go.boarddocs.com/pa/cornell/Board.nsf/Public,Cornell School District,Cornell SD,"1099 Maple Street | Coraopolis, PA 15108  | 412-264-5010",cornellsd.org,(412) 264-5010
800269,https://go.boarddocs.com/co/montrose/Board.nsf/Public,Montrose County School District RE-1J,Montrose RE-1J AU,"930 Colorado Avenue; PO Box 10,000 Montrose CO 81402 | Phone: 970-249-7726 | Fax: 970-249-7173",mcsd.org,(970) 249-2405
805790,https://go.boarddocs.com/co/montrose/Board.nsf/Public,Montrose County School District RE-1J,Montrose County School District Re-1J,"930 Colorado Avenue; PO Box 10,000 Montrose CO 81402 | Phone: 970-249-7726 | Fax: 970-249-7173",mcsd.org,(970) 249-7726
2400420,https://go.boarddocs.com/mabe/hcpssmd/Board.nsf/Public,Board of Education of Howard County,Howard County Public Schools,"10910 Clarksville Pike, Ellicott City, MD 21042 - Phone: 410-313-7194",hcpss.org,(410) 313-6600
5514880,https://go.boarddocs.com/wi/tig/Board.nsf/Public,School District of Tigerton,Tigerton School District,,tigerton.k12.wi.us,(715) 535-4040
4500750,https://go.boarddocs.com/sc/acs/Board.nsf/Public,,Allendale 01,"3249 Allendale Fairfax Hwy  Fairfax, SC 29827  803-584-4603",acs.k12.sc.us,(803) 584-4603
3023940,https://go.boarddocs.com/mt/shepherd/Board.nsf/Public,Shepherd School District,Shepherd Elem,"7842 Shepherd Road | Shepherd, MT 59079 | p 406-373-5461",shepherd.k12.mt.us,(406) 373-5461
3023970,https://go.boarddocs.com/mt/shepherd/Board.nsf/Public,Shepherd School District,Shepherd H S,"7842 Shepherd Road | Shepherd, MT 59079 | p 406-373-5461",shepherd.k12.mt.us,(406) 373-5461
627690,https://go.boarddocs.com/ca/nlmusd/Board.nsf/Public,Norwalk-La Mirada Unified School District,Norwalk-La Mirada Unified,"12820 Pioneer Blvd. | Norwalk, CA 90650 | (562) 210-2000",nlmusd.org,(562) 210-2000
603060,https://go.boarddocs.com/ca/arcohe/Board.nsf/Public,Arcohe Union School District,Arcohe Union Elementary,"11755 Ivie Rd (P.O. BOX 93) |  Herald, CA 95638        Phone: (209) 748-2313",arcohe.net,(209) 748-2313
2633030,https://go.boarddocs.com/mi/stockbridge/Board.nsf/Public,Stockbridge Community Schools,Stockbridge Community Schools,,panthernet.net,(517) 851-7188
4219650,https://go.boarddocs.com/pa/ptsg/Board.nsf/Public,Pottsgrove School District,Pottsgrove SD,"1301 Kauffman Road, Pottstown, PA 19464",pgsd.org,(610) 327-2277
2623250,https://go.boarddocs.com/mi/matta/Board.nsf/Public,Mattawan Consolidated School,Mattawan Consolidated School,,mattawanschools.org,(269) 668-3361
3620190,https://go.boarddocs.com/ny/nanuet/Board.nsf/Public,Nanuet Union Free School District,NANUET UNION FREE SCHOOL DISTRICT,"101 Church Street | Nanuet , NY 10954 | Phone: 845-627-9880  |  Fax: 845-624-5338",nanuetsd.org,(845) 627-9888
3200390,https://go.boarddocs.com/nv/carson/Board.nsf/Public,Carson City School District,Carson City,"1402 West King Street, Carson City, NV 89703 | Phone 775-283-2000",carsoncityschools.com,(775) 283-2000
2005010,https://go.boarddocs.com/ks/usd315/Board.nsf/Public,Colby Public Schools USD 315,Colby Public Schools,600 W 3rd St. | Colby KS 67701-2000 | p 785-460-5000 | f 785-460-5050,colbyeagles.org,(785) 460-5000
4217670,https://go.boarddocs.com/pa/nleh/Board.nsf/Public,Northern Lehigh School District,Northern Lehigh SD,"1201 Shadow Oaks Lane  Slatington, PA 18080",nlsd.org,(610) 767-9800
5510620,https://go.boarddocs.com/wi/sdnr/Board.nsf/Public,School District of New Richmond,New Richmond School District,"701 East 11th Street  New Richmond, WI 54017",newrichmond.k12.wi.us,(715) 243-7411
1743890,https://go.boarddocs.com/il/zbths/Board.nsf/Public,Zion Benton Township High School District 126,Zion-Benton Twp HSD 126,"3901 W. 21st Street Zion, Illinois 60099",zb126.org,(847) 731-9792
4280320,https://go.boarddocs.com/pa/mcti/Board.nsf/Public,Monroe Career & Technical Institute,Monroe Career and Technical Institute,"194 Laurel Lake Road, Bartonsville, PA 18321  570-629-2001",monroecti.org,(570) 629-2001
5100720,https://go.boarddocs.com/vsba/charles/Board.nsf/Public,Charles City County Public Schools,Charles City County Public Schools,"10035 Courthouse Road | Charles City, VA 23030 | 804.652.4612 | f 804.829-2363",ccps.net,(804) 652-4612
2600139,https://go.boarddocs.com/mi/chavezacad/Board.nsf/Public,César Chávez Academy,Cesar Chavez Academy,"4100 Martin Street | Detroit, MI 48210 | 313-361-8689",chavezacademy.com,(313) 551-0611
2616380,https://go.boarddocs.com/mi/ghaps/Board.nsf/Public,Grand Haven Area Public Schools,Grand Haven Area Public Schools,,ghaps.org,(616) 850-5015
3606720,https://go.boarddocs.com/ny/catskillcsd/Board.nsf/Public,Catskill Central School District,CATSKILL CENTRAL SCHOOL DISTRICT,"341 West Main Street  Catskill, NY 12414 | (518) 943-4696",catskillcsd.org,(518) 943-4696
1201710,https://go.boarddocs.com/fl/semi/Board.nsf/Public,,SEMINOLE,"400 E. Lake Mary Boulevard - Sanford, FL - 32773",scps.k12.fl.us,(407) 320-0000
3904617,https://go.boarddocs.com/oh/brownoh/Board.nsf/Public,Brown Local Schools,Brown Local,,brownlocalschools.com,(330) 863-1170
3680280,https://go.boarddocs.com/ny/dcboces/Board.nsf/Public,Dutchess BOCES,DUTCHESS BOCES,"5 BOCES Road  Poughkeepsie, New York 12601  845.486.4800",dcboces.org,(845) 486-4800
1718870,https://go.boarddocs.com/il/husd4/Board.nsf/Public,Heyworth Community Unit School District 4,Heyworth CUSD 4,"308 W. Cleveland St., Heyworth, IL 61745 | 309-473-3727",husd4.org,(309) 473-3727
2010920,https://go.boarddocs.com/ks/usd311/Board.nsf/Public,Pretty Prairie USD 311 KS,Pretty Prairie,"206 E Main, P.O. Box 218 Pretty Prairie, Kansas 67570",usd311.com,(620) 459-6241
5506870,https://go.boarddocs.com/wi/igsd/Board.nsf/Public,,Iowa-Grant School District,,igs.k12.wi.us,(608) 943-6311
3900094,https://go.boarddocs.com/oh/monroe/Board.nsf/Public,Monroe Local School District,Monroe Local,"500 Yankee Road | Monroe, Ohio 45050 | p 513-539-2536 | f 513-539-2648",monroelocalschools.com,(513) 539-2536
4224750,https://go.boarddocs.com/pa/wallenpaupack/Board.nsf/Public,Wallenpaupack Area School District,Wallenpaupack Area SD,"2552 Route 6 Hawley, PA 18428-7045 | p (570) 226-4557 ext. 3000 | f (570) 226-0638",wallenpaupack.org,(570) 226-4557
3618900,https://go.boarddocs.com/ny/mechanicville/Board.nsf/Public,Mechanicville City School District,MECHANICVILLE CITY SCHOOL DISTRICT,"25 Kniskern Avenue, Mechanicville, NY 12118 | (518) 664-5727",mechanicville.org,(518) 664-5727
3680600,https://go.boarddocs.com/ny/wflboces/Board.nsf/Public,Wayne-Finger Lakes BOCES,ONTARIO-SENECA-YATES-CAYUGA-WAYNE BOCES,,wflboces.org,(315) 332-7284
4217310,https://go.boarddocs.com/pa/npoco/Board.nsf/Public,North Pocono School District,North Pocono SD,,npsd.org,(570) 842-7659
3404980,https://go.boarddocs.com/nj/flps/Board.nsf/Public,Fair Lawn Public Schools,Fair Lawn Public School District,"37-01 Fair Lawn Ave. Fair Lawn, NJ 07410",fairlawnschools.org,(201) 794-5500
4205310,https://go.boarddocs.com/pa/cbuc/Board.nsf/Public,Central Bucks School District | Leading the Way,Central Bucks SD,"20 Welden Drive | Doylestown, PA 18901 | Phone 267-893-2000",cbsd.org,(267) 893-2000
4209990,https://go.boarddocs.com/pa/fleb/Board.nsf/Public,Fort LeBoeuf School District,Fort LeBoeuf SD,,fortleboeuf.net,(814) 796-2638
4216530,https://go.boarddocs.com/pa/newb/Board.nsf/Public,New Brighton Area School District,New Brighton Area SD,,nbasd.org,(724) 843-1795
607230,https://go.boarddocs.com/ca/cuhsd/Board.nsf/Public,Campbell Union High School District,Campbell Union High,"3235 Union Avenue | San Jose, CA 95124 | (408) 371-0960",cuhsd.org,(408) 371-0960
3904548,https://go.boarddocs.com/oh/mcbur/Board.nsf/Public,Mechanicsburg Exempted Village Schools,Mechanicsburg Exempted Village,,mechanicsburg.k12.oh.us,(937) 834-2453
800227,https://go.boarddocs.com/co/bvsd/Board.nsf/Public,Boulder Valley School District,Boulder Re-2 Boulder AU,6500 East Arapahoe Road | Boulder CO 80303 | 303-447-1010,bvsd.org,(303) 447-5072
802490,https://go.boarddocs.com/co/bvsd/Board.nsf/Public,Boulder Valley School District,Boulder Valley School District No. Re2,6500 East Arapahoe Road | Boulder CO 80303 | 303-447-1010,bvsd.org,(303) 447-1010
3904880,https://go.boarddocs.com/oh/hlmoroh/Board.nsf/Public,Highland Local,Highland Local,,highland.k12.oh.us,(419) 768-2206
3680340,https://go.boarddocs.com/ny/fehb/Board.nsf/Public,Franklin Essex Hamilton BOCES,FRANKLIN-ESSEX-HAMILTON BOCES,"23 Husky Lane Malone, NY 12953 | 518 483-6420",fehb.org,(518) 483-6420
3620640,https://go.boarddocs.com/ny/newarkcsd/Board.nsf/Public,Newark Central School District,NEWARK CENTRAL SCHOOL DISTRICT,"100 East Miller Street, Newark, NY 14513",newarkcsd.org,(315) 332-3217
