LEA_NAME,LEAID,STATENAME,url
Lincoln,2506900,MASSACHUSETTS,https://go.boarddocs.com/il/lw210/Board.nsf/Public
Middleborough,2507770,MASSACHUSETTS,https://go.boarddocs.com/ma/tof/Board.nsf/files/AYEKWH50B28D/$file/MassDOT%20South%20Coast%20Rail%20EIR%20letter.pdf
Nantucket,2508250,MASSACHUSETTS,https://go.boarddocs.com/ma/bhcc/Board.nsf/files/BHNPW2660038/$file/EA%20MAAH%20Living%20Legends%20Gala.docx
New Bedford,2508430,MASSACHUSETTS,https://go.boarddocs.com/mi/nbacademy/Board.nsf/goto?open&id=CS4L6D5431AC
North Middlesex,2508790,MASSACHUSETTS,https://go.boarddocs.com/nj/middlesex/Board.nsf/goto?open&id=D2FLC555DAAE
Norwell,2509030,MASSACHUSETTS,https://go.boarddocs.com/in/nwells/Board.nsf/Public
Orange,2509180,MASSACHUSETTS,https://go.boarddocs.com/fla/orcpsfl/Board.nsf/files/CETM9F588798/$file/2024-25%20OCPS%20District%20Calendar.pdf
Pittsfield,2509630,MASSACHUSETTS,https://go.boarddocs.com/mi/pittsfield/Board.nsf/Public
Revere,2510050,MASSACHUSETTS,https://go.boarddocs.com/ca/sfusd/Board.nsf/files/CFESKK6A7F38/$file/%5BSPSA%5D%20Revere%2022-23%20(03_25%20-%20SUBMITTED).pdf
Shutesbury,2510800,MASSACHUSETTS,https://go.boarddocs.com/ma/arps/Board.nsf/files/DB2NJU603595/$file/Mass%20Promise%20Resolution%20111224%20Approved.pdf
South Shore Regional Vocational Technical,2510930,MASSACHUSETTS,https://www.boarddocs.com/ma/sersd/Board.nsf/files/92VT6C75D0F6/$file/2011-2012%20Annual%20Report.pdf
Southborough,2510980,MASSACHUSETTS,https://www.boarddocs.com/mabe/mcpsmd/Board.nsf/files/A2KPPA61D49E/$file/Laura%20Simon.pdf
Tewksbury,2511580,MASSACHUSETTS,https://go.boarddocs.com/pa/elklake/Board.nsf/files/9KBKM8527B22/$file/ELEM-SOM-MAY.PDF
Ware,2512030,MASSACHUSETTS,https://go.boarddocs.com/la/ebrp/Board.nsf/files/CCXLT656F494/$file/Ware%20Collins%20Plan%201%2011%20Members.pdf
Williamsburg,2512990,MASSACHUSETTS,https://go.boarddocs.com/oh/wburgloh/Board.nsf/Public?open&id=policies
Ewen-Trout Creek Consolidated School District,2600014,MICHIGAN,https://go.boarddocs.com/fl/hendry/Board.nsf/files/CV8S7P70FFBC/$file/5.C.%20School_District_Final_Altria_Allocation.pdf
Island City Academy,2600073,MICHIGAN,https://www.boarddocs.com/fl/collier/Board.nsf/files/AXFH2J466168/$file/City%20of%20Marco%20Island%20Capital%20Funding%20Request%20PPT%20(004).pdf
Eaton Academy,2600136,MICHIGAN,https://go.boarddocs.com/mi/eatonacad/Board.nsf/Public
Cross Creek Charter Academy,2600150,MICHIGAN,https://go.boarddocs.com/la/ebrp/Board.nsf/files/BPSS4Y70EC84/$file/Leslie%20Brown-BCPS%20Portfolio%20Report%202019-compressed.pdf
Great Lakes Academy,2600157,MICHIGAN,https://go.boarddocs.com/mi/mglva/Board.nsf/Public
Detroit Academy of Arts and Sciences,2600174,MICHIGAN,https://go.boarddocs.com/mi/detroit/Board.nsf/goto?open&id=BLKRWS6FFC88
Oakland Academy,2600184,MICHIGAN,https://go.boarddocs.com/mi/oakland/Board.nsf/Public
Crossroads Charter Academy,2600186,MICHIGAN,https://www.boarddocs.com/ak/asdk12/Board.nsf/files/AKEQ7G67EAFB/$file/Master%20All%20Alternative%20Programs.pdf
Linden Charter Academy,2600197,MICHIGAN,https://go.boarddocs.com/tn/scsk12/Board.nsf/files/CR3TTY73B781/$file/2022_23_Charter%20Applicant%20Recommendations_4.20.23%20(Final%20Copy).pdf
Chandler Woods Charter Academy,2600209,MICHIGAN,https://www.boarddocs.com/pa/sasdpa/Board.nsf/legacy-content/89KUD982DEE9/$FILE/MINUTES%2006072006.pdf
Holly Academy,2600216,MICHIGAN,https://go.boarddocs.com/mi/holly/Board.nsf/Public?open&id=policies
David Ellis Academy,2600234,MICHIGAN,https://go.boarddocs.com/vsba/loudoun/Board.nsf/files/B62H7L46D96F/$file/DRAFT%20ACL%20Minutes_10-25-18_EHedits.pdf
Joy Preparatory Academy,2600244,MICHIGAN,https://go.boarddocs.com/ca/acoe/Board.nsf/files/C6MRM86AC935/$file/Aurum%20Preparatory%20Academy%E2%80%99s%20Material%20Revision%20Request.pdf
Grand Rapids Child Discovery Center,2600252,MICHIGAN,https://go.boarddocs.com/mi/childdc/Board.nsf/Public
Mt. Clemens Montessori Academy,2600283,MICHIGAN,https://go.boarddocs.com/mi/troysd/Board.nsf/files/BTAU7X7ABD6F/$file/020513Mtg.pdf
American Montessori Academy,2600312,MICHIGAN,https://www.boarddocs.com/wi/mmsd/Board.nsf/files/AQCN695E5DE5/$file/17-22%20(2)%20IMA%20contract%20v._9.pdf
Madison Academy,2600317,MICHIGAN,https://go.boarddocs.com/wi/mmsd/Board.nsf/files/BZULLR55E888/$file/IWG-Board%204_5.pdf
Michigan Connections Academy,2600969,MICHIGAN,https://www.boarddocs.com/co/cde/Board.nsf/files/8LAU7K71F90C/$file/2011_AnnualReport_OnlinePrograms.pdf
West Michigan Aviation Academy,2600977,MICHIGAN,https://go.boarddocs.com/mi/wmaviation/Board.nsf/Private?open&amp;login
American International Academy,2600986,MICHIGAN,https://go.boarddocs.com/mi/amintlacad/Board.nsf/Public
Forest Academy,2600990,MICHIGAN,https://go.boarddocs.com/pa/fora/Board.nsf/files/BF3RLL6E806F/$file/Cyber%20Handbook%20%202019-2020.pdf
Bay City Academy,2601000,MICHIGAN,https://go.boarddocs.com/oh/bvcsd/Board.nsf/files/C5K5BB0F6BED/$file/Financial%20Statements%20-%20June%202021.pdf
WSC Academy,2601006,MICHIGAN,https://go.boarddocs.com/il/hinsdale86/Board.nsf/files/BFXMRW5C8B90/$file/2019%2009%2003%20Facilities%20Presentation%20Aquatic%20Curriculum%20for%20D86%20Physical%20Education.pdf
Rutherford Winans Academy,2601012,MICHIGAN,https://go.boarddocs.com/mi/detroit/Board.nsf/files/BDKTJY779BCA/$file/17-0032-C%20FY19.pdf
Capstone Academy Charter School (SDA),2601013,MICHIGAN,https://go.boarddocs.com/nj/jcps/Board.nsf/files/CCR4PM0C895E/$file/Attc%209.20%20-%202022-23%20Budget_Presentation_JCBOE%20Public%20Meeting_FINAL_3.21.2022.pdf
W-A-Y Academy,2601023,MICHIGAN,https://go.boarddocs.com/mi/wayflint/Board.nsf/Public
Michigan Great Lakes Virtual Academy,2601070,MICHIGAN,https://go.boarddocs.com/mi/mglva/Board.nsf/Public
Pathways Academy,2601076,MICHIGAN,https://go.boarddocs.com/la/lpss/Board.nsf/files/DB6T9U765431/$file/District%20Recommendations%20for%20Magnet%20Academy%20Pathways.pdf
Michigan International Prep School,2601114,MICHIGAN,https://go.boarddocs.com/mi/mips/Board.nsf/goto?open&id=CXZFUA40C962
Ivywood Classical Academy,2601123,MICHIGAN,https://go.boarddocs.com/mi/ivywood/Board.nsf/Public
Adams Township School District,2601890,MICHIGAN,https://go.boarddocs.com/pa/radn/Board.nsf/files/C3UMMU50350A/$file/BCC.05-11-21%20Curriculum%20Committee%20Meeting%20Minutes%20DRAFT.pdf
Allegan Public Schools,2602220,MICHIGAN,https://www.boarddocs.com/mi/aaesa/Board.nsf/Public
Anchor Bay School District,2602790,MICHIGAN,https://go.boarddocs.com/ca/santarosa/Board.nsf/files/ADML2V545296/$file/SRJC%20345%20Advocates%20V2.pdf
Ann Arbor Public Schools,2602820,MICHIGAN,https://go.boarddocs.com/mi/aaps/Board.nsf/Public?open&id=policies
Beal City Public Schools,2604290,MICHIGAN,https://go.boarddocs.com/mi/beal/Board.nsf/Public
Big Bay De Noc School District,2605690,MICHIGAN,https://www.boarddocs.com/mi/bbdn/Board.nsf/Public?open&id=policies
Blissfield Community Schools,2606000,MICHIGAN,https://go.boarddocs.com/tx/austinisd/Board.nsf/files/BHXU4Q7A3F1A/$file/Attachment%201%20Scenario%20Packet%20V2%20Recommendation.pdf
Bridgman Public Schools,2606840,MICHIGAN,https://go.boarddocs.com/mi/bridg/Board.nsf/goto?open&id=B8BLHR5379F0
Brimley Area Schools,2606900,MICHIGAN,https://go.boarddocs.com/mi/brim/Board.nsf/Public?open&id=policies
Byron Center Public Schools,2607560,MICHIGAN,https://go.boarddocs.com/mi/byron/Board.nsf/Public?open&id=policies
Cedar Springs Public Schools,2608520,MICHIGAN,https://go.boarddocs.com/mi/csps/Board.nsf/Public?open&id=policies
Centreville Public Schools,2608670,MICHIGAN,https://go.boarddocs.com/mi/centers/Board.nsf/Public
Chesaning Union Schools,2609150,MICHIGAN,https://go.boarddocs.com/fl/hendry/Board.nsf/files/CV8S7P70FFBC/$file/5.C.%20School_District_Final_Altria_Allocation.pdf
Clarkston Community School District,2609900,MICHIGAN,https://go.boarddocs.com/mi/clark/Board.nsf/goto?open&id=BADTH963237C
Coleman Community Schools,2610200,MICHIGAN,https://go.boarddocs.com/tn/scsk12/Board.nsf/files/CR4TMM75BF2D/$file/Journey%20Coleman_Summary%20Document_Initial%20Round.pdf
Forest Park School District,2611190,MICHIGAN,https://go.boarddocs.com/mi/fps/Board.nsf/Public?open&id=policies
Westwood Community School District,2611640,MICHIGAN,https://go.boarddocs.com/mi/wwcom/Board.nsf/Public?open&id=policies
Dundee Community Schools,2612300,MICHIGAN,https://go.boarddocs.com/mi/dund/Board.nsf/goto?open&id=B9SQET5781D7
East Lansing School District,2612600,MICHIGAN,https://go.boarddocs.com/ks/usd469/Board.nsf/files/CZ5RRX6EA03B/$file/01-08-24%20%20CURRENT%20-%20Superintendent%20of%20Schools%201%20(12-13-21)%20(1).pdf
Ellsworth Community School,2613110,MICHIGAN,https://www.boarddocs.com/wi/ellsworth/Board.nsf/Public
Escanaba Area Public Schools,2613500,MICHIGAN,https://go.boarddocs.com/mi/sault/Board.nsf/files/CW3KNN515B94/$file/Donohue%20QBS.pdf
Excelsior Township S/D #1,2613680,MICHIGAN,https://go.boarddocs.com/oh/miamisburg/Board.nsf/files/CD8R9A6A0BBC/$file/1928.pdf
Gwinn Area Community Schools,2614690,MICHIGAN,https://go.boarddocs.com/in/rcs/Board.nsf/legacy-content/84NT821A11DB/$FILE/Minutes%2007-11-01.pdf
Frankfort-Elberta Area Schools,2614790,MICHIGAN,https://go.boarddocs.com/mi/aaps/Board.nsf/files/D8AR4X6C36EC/$file/CM%20BOE%20Recommendation%20Attachment.pdf
Garden City Public Schools,2615540,MICHIGAN,https://go.boarddocs.com/ny/gardencity/Board.nsf/vpublic?open
Genesee School District,2615750,MICHIGAN,https://go.boarddocs.com/ny/westgenesee/Board.nsf/Public
Gobles Public School District,2616050,MICHIGAN,https://go.boarddocs.com/mi/gobles/Board.nsf/goto?open&id=D8SJN54DF1FD
Gull Lake Community Schools,2617250,MICHIGAN,https://go.boarddocs.com/ia/iccsd/Board.nsf/files/ADQH8A47398A/$file/BAS%20Resume%201%202015.pdf
Hale Area Schools,2617370,MICHIGAN,https://go.boarddocs.com/mi/hale/Board.nsf/Public?open&id=policies
Ida Public School District,2619050,MICHIGAN,https://www.boarddocs.com/mabe/mcpsmd/Board.nsf/files/CLAKUS539937/$file/Policy%20IDA%2C%20School%20Year%20Calendar.pdf
Jenison Public Schools,2619830,MICHIGAN,https://www.boarddocs.com/vsba/buck/Board.nsf/8558692858cc397685256e7400431d47/13392d52e1bc64c48525730900580e7a/$FILE/june13%20sch%20bd%20minutes.pdf
Johannesburg-Lewiston Area Schools,2619890,MICHIGAN,https://go.boarddocs.com/fl/hendry/Board.nsf/files/CV8S7P70FFBC/$file/5.C.%20School_District_Final_Altria_Allocation.pdf
Kearsley Community School District,2620070,MICHIGAN,https://go.boarddocs.com/mi/kear/Board.nsf/Public?open&id=policies
Lakeview Sch. District (Calhoun),2620850,MICHIGAN,https://go.boarddocs.com/oh/plsd/Board.nsf/files/C5LPSH660322/$file/21-22%20Bus%20Stops.pdf
Martin Public Schools,2622980,MICHIGAN,https://go.boarddocs.com/fl/martin/Board.nsf/Public
Mendon Community School District,2623520,MICHIGAN,https://go.boarddocs.com/mi/mend/Board.nsf/Public?open&id=policies
Montrose Community Schools,2624420,MICHIGAN,https://go.boarddocs.com/mi/mrose/Board.nsf/Public?open&id=policies
Mount Clemens Community School District,2624690,MICHIGAN,https://go.boarddocs.com/mi/mtcl/Board.nsf/Public?open&id=policies
Grosse Pointe Public Schools,2625740,MICHIGAN,https://go.boarddocs.com/mi/aaps/Board.nsf/files/B9M6JM6C1E0B/$file/gallagher%202018-2019%20maisl%20members.pdf
North Muskegon Public Schools,2625800,MICHIGAN,https://go.boarddocs.com/mi/nmus/Board.nsf/goto?open&id=BBC5RT6E4974
Oakridge Public Schools,2626220,MICHIGAN,https://go.boarddocs.com/mi/oakr/Board.nsf/Public?open&id=policies
Ontonagon Area School District,2626550,MICHIGAN,https://go.boarddocs.com/mi/oasd/Board.nsf/Public?open&id=policies
Orchard View Schools,2626760,MICHIGAN,https://go.boarddocs.com/mi/orch/Board.nsf/Public?open&id=policies
Pittsford Area Schools,2628500,MICHIGAN,https://go.boarddocs.com/ny/williams/Board.nsf/files/CXER5668D67D/$file/DEI%20District%20Calendar%20Sub-Committee%20Proposal%20to%20BOE%20-%2011.14.2023.pdf
Quincy Community Schools,2629250,MICHIGAN,https://go.boarddocs.com/mi/quin/Board.nsf/Public
Rogers City Area Schools,2630060,MICHIGAN,https://go.boarddocs.com/mi/rogers/Board.nsf/Public?open&id=policies
Royal Oak Schools,2630300,MICHIGAN,https://go.boarddocs.com/mi/ros/Board.nsf/Public
Springport Public Schools,2632610,MICHIGAN,https://go.boarddocs.com/mi/spring/Board.nsf/Public?open&id=policies
St. Charles Community Schools,2632640,MICHIGAN,https://go.boarddocs.com/il/d303/Board.nsf/goto?open&id=CTMJ594A8A55
Sturgis Public Schools,2633090,MICHIGAN,https://go.boarddocs.com/mi/stur/Board.nsf/Public
Swan Valley School District,2633410,MICHIGAN,https://go.boarddocs.com/oh/wcscc/Board.nsf/files/CPKJZH4F98F2/$file/JUUL.IEc%20JUUL%20Final%20Allocation_2023.02.15_School%20Districts.pdf
Traverse City Area Public Schools,2633870,MICHIGAN,https://go.boarddocs.com/mi/trav/Board.nsf/Public?open&id=policies
Troy School District,2634260,MICHIGAN,https://go.boarddocs.com/mi/troysd/Board.nsf/Public
Union City Community Schools,2634410,MICHIGAN,https://go.boarddocs.com/mi/uccs/Board.nsf/Public?open&id=policies
Walkerville Public Schools,2635130,MICHIGAN,https://www.boarddocs.com/mi/walker/Board.nsf/Public?open&id=policies
Walled Lake Consolidated Schools,2635160,MICHIGAN,https://go.boarddocs.com/mi/aaps/Board.nsf/files/CS5JBG4BFFED/$file/BOE%20AAPS%20demo%20comparison%202022%20v6.pdf
Warren Woods Public Schools,2635220,MICHIGAN,https://www.boarddocs.com/mi/wwps/Board.nsf/Public?open&id=policies
Waterford School District,2635310,MICHIGAN,https://go.boarddocs.com/mi/waterf/Board.nsf/goto?open&id=B75TB561517B
Watervliet School District,2635460,MICHIGAN,https://www.boarddocs.com/mi/water/Board.nsf/Public?open&id=policies
Webberville Community Schools,2635730,MICHIGAN,https://go.boarddocs.com/mi/webb/Board.nsf/Public?open&id=policies
Western School District,2635940,MICHIGAN,https://go.boarddocs.com/mi/wsdp/Board.nsf/Public?open&id=policies
White Pigeon Community Schools,2636120,MICHIGAN,https://go.boarddocs.com/mi/wpcs/Board.nsf/Public
Zeeland Public Schools,2636660,MICHIGAN,https://go.boarddocs.com/mi/bsdmi/Board.nsf/files/BAQL4J4E1564/$file/2018%20Board%20Member%20Awards%20Program.pdf
Dickinson-Iron ISD,2680360,MICHIGAN,https://go.boarddocs.com/mi/diisd/Board.nsf/Private?open&id=policies
Huron ISD,2680500,MICHIGAN,https://go.boarddocs.com/mi/hisdd/Board.nsf/Public?open&id=policies
Iosco RESA,2680560,MICHIGAN,https://go.boarddocs.com/mi/iosco/Board.nsf/Public?open&id=policies
Oakland Schools,2680880,MICHIGAN,https://go.boarddocs.com/mi/oaklandschools/Board.nsf/Public
C.O.O.R. ISD,2680920,MICHIGAN,https://go.boarddocs.com/ca/nvccd/Board.nsf/files/C75RD76D6957/%24file/2122%20NVC%20Career%20Ed.%20AdvCommRostersBOT101421.pdf
Intermediate School District 287,2700025,MINNESOTA,https://go.boarddocs.com/pa/butl/Board.nsf/goto?open&id=AF9QR86A85E6
NW REGION INTERDISTRICT COUNCIL,2700039,MINNESOTA,https://go.boarddocs.com/co/dpsk12/Board.nsf/files/D5YTHN77796D/$file/SRA_Spring%202024_Final.pdf
MN River Valley Education District,2700058,MINNESOTA,https://go.boarddocs.com/mn/npas/Board.nsf/files/9SREBZ6FACE6/$file/11.24.14%20Minutes.pdf
Region 6 and 8-SW/WC Service Coop,2700086,MINNESOTA,https://go.boarddocs.com/mn/rps535/Board.nsf/files/AFGUHP798846/$file/Attachment%20A-%20RFP%2016.1%20Hardwood%20Flooring%20Cooperative%20Purchasing%20Connection.pdf
YELLOW MEDICINE EAST,2700099,MINNESOTA,https://go.boarddocs.com/mn/mboa/Board.nsf/files/BUUQ686711CE/$file/MNRAAA%20Area%20Plan%202021%20Packet.pdf
Greenbush Middle River Schools,2700107,MINNESOTA,https://go.boarddocs.com/ny/egcsd/Board.nsf/files/D5QS666D2671/$file/2024-05-29%20Strategic%20Plan%20Scorecard%202023-2024%20-%20Google%20Sheets.pdf
DULUTH PUBLIC SCHOOLS ACADEMY,2700133,MINNESOTA,https://go.boarddocs.com/mn/rps535/Board.nsf/files/BJRKN752A1D2/$file/RochesterPublicSchools_ConstructionOfFourSchools_190063_E02.pdf
CENTRAL MINNESOTA E.R.D.C.,2700147,MINNESOTA,https://go.boarddocs.com/mabe/hcpssmd/Board.nsf/files/BGZMTY57F761/$file/10%2014%202019%20PH%20III%20Overflow%20AAA%20Region%20III%20Testimony.pdf
LAKE PARK AUDUBON SCHOOL DISTRICT,2700162,MINNESOTA,https://go.boarddocs.com/mn/lpaisd/Board.nsf/goto?open&id=D9WHMS493555
MATH AND SCIENCE ACADEMY,2700167,MINNESOTA,https://go.boarddocs.com/nc/tmsa/Board.nsf/Public
HARBOR CITY INTERNATIONAL CHARTER,2700209,MINNESOTA,https://go.boarddocs.com/vt/burlingtonvt/Board.nsf/files/C3UN9G5755B3/$file/Airport%20Regionalization%20Memo%20-%201%201%202020.pdf
EDVISIONS OFF CAMPUS SCHOOL,2700261,MINNESOTA,https://go.boarddocs.com/wi/mmsd/Board.nsf/files/BJBVNH818CBC/$file/BRMS%20Charter%20Renewal%202019%20Appendix%20(November%2014%2C%202019).pdf
SOUTHSIDE FAMILY CHARTER SCHOOL,2700278,MINNESOTA,https://go.boarddocs.com/sc/greenville/Board.nsf/files/CR62UH03D72B/$file/2023.04.04%20LRFP-CIP%20Presentation.pdf
Infinity: Minnesota Digital Academy,2700312,MINNESOTA,https://www.boarddocs.com/mabe/mcpsmd/Board.nsf/files/D87Q53675F43/$file/02%20Attachment%20B%20CREA%20Program%20Evaluation%20240820.pdf
Lakes International Language Academ,2700358,MINNESOTA,https://go.boarddocs.com/wa/lwsd/Board.nsf/goto?open&id=CPAV6N7F3AB5
Venture Academy,2700384,MINNESOTA,https://go.boarddocs.com/id/cdaps/Board.nsf/Public?open&id=CMFUMW7CCA6F
Discovery Charter School,2700391,MINNESOTA,https://www.boarddocs.com/ca/sccoe/Board.nsf/files/AVZ2XR01DC96/$file/D2CharterRenewal2018FInal.pdf
Terra Nova School,2700403,MINNESOTA,https://go.boarddocs.com/ca/smccd/Board.nsf/files/CNQSU87455CF/$file/2023-0204%20SKYLINE%20COLLEGE%20FINAL%20PRESENTATION.pdf
Sherburne and Northern Wright Speci,2700413,MINNESOTA,https://go.boarddocs.com/ny/dcmoboces/Board.nsf/files/BSWL36548A16/$file/REG%20MTG%20MINUTES%20-%20AUG%2026%202020.pdf
North Metro Flex Academy,2700423,MINNESOTA,https://www.boarddocs.com/co/dpsk12/Board.nsf/files/8MXSUJ7456C8/$file/SFIA-D%20Final%20Fall%20Charter.pdf
Minnesota Wildflower Montessori Sch,2700446,MINNESOTA,https://go.boarddocs.com/co/eagleco/Board.nsf/files/C7HLVT576C43/$file/10.8.2020-3.21.2021%20ERP%20Consolidated%20Public%20Comment.pdf
Link Public Schools,2700470,MINNESOTA,https://go.boarddocs.com/mi/mps/Board.nsf/Public?open&id=policies
Cross River Charter School,2700471,MINNESOTA,https://go.boarddocs.com/ak/kpbsd/Board.nsf/files/DAHSR473DFB7/$file/DEED%20Initial%20Charter%20School%20Application_Tu%C5%82en%20Charter%20School.pdf
AITKIN PUBLIC SCHOOL DISTRICT,2702760,MINNESOTA,https://go.boarddocs.com/mn/rps535/Board.nsf/files/BGJJSC4E7733/$file/Attachment%20A%20-%20Review%20and%20Comment%208-19-19.pdf
ALDEN-CONGER PUBLIC SCHOOL DISTRICT,2703030,MINNESOTA,https://go.boarddocs.com/mabe/hcpssmd/Board.nsf/files/CRJMQ95A786F/$file/Corinne%20Happel%2005%2004%2023%20Testimony.pdf
ALEXANDRIA PUBLIC SCHOOL DISTRICT,2703060,MINNESOTA,https://go.boarddocs.com/vsba/loudoun/Board.nsf/files/BGJMSF5CA324/$file/5%20Sample%20Equity%20Policies_MSAN_2014.pdf
BENSON PUBLIC SCHOOL DISTRICT,2704470,MINNESOTA,https://go.boarddocs.com/az/vail/Board.nsf/Public
BIG LAKE PUBLIC SCHOOL DISTRICT,2705460,MINNESOTA,https://go.boarddocs.com/ak/matsu/Board.nsf/files/C3DV5T7F1C38/$file/2020-2021%20Retirement%20Celebration.pdf
BLOOMINGTON PUBLIC SCHOOL DISTRICT,2705790,MINNESOTA,https://go.boarddocs.com/il/district87/Board.nsf/files/CE2Q5D669B6D/$file/FY22%20Amended%20Budget%20Public%20Notice.pdf
BRECKENRIDGE PUBLIC SCHOOL DISTRICT,2706150,MINNESOTA,https://go.boarddocs.com/oh/shaker/Board.nsf/files/CHMMD6594002/$file/8_2_22%20Board%20of%20Education%20Meeting%20Public%20Comment-UPDATED%20jh.pdf
BYRON PUBLIC SCHOOL DISTRICT,2707350,MINNESOTA,https://go.boarddocs.com/ca/byronusd/Board.nsf/Public
CANNON FALLS PUBLIC SCHOOL DISTRICT,2707500,MINNESOTA,https://go.boarddocs.com/ny/nfcsd/Board.nsf/files/9ZSV6W6DBC7F/$file/6.03%20Cannon%20Design%20Proposal%202015-16%20Building%20Condition%20Survey%20Revised%20082715.pdf
ELY PUBLIC SCHOOL DISTRICT,2711520,MINNESOTA,https://go.boarddocs.com/co/cde/Board.nsf/files/CSRN595DEF89/$file/denver-report---technical-emargoed.pdf
FRAZEE-VERGAS PUBLIC SCHOOL DIST.,2712360,MINNESOTA,https://go.boarddocs.com/nv/ccsdlv/Board.nsf/files/BFFQ8C67E5F3/$file/07.11.19%20Regular%20Meeting.pdf
FRIDLEY PUBLIC SCHOOL DISTRICT,2712420,MINNESOTA,https://go.boarddocs.com/pa/hamp/Board.nsf/goto?open&id=CKUGRT451BDA
GOODHUE PUBLIC SCHOOL DISTRICT,2712900,MINNESOTA,"https://go.boarddocs.com/ks/olathe/Board.nsf/legacy-content/83DPK60D8224/$FILE/September,%201993.pdf"
GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2713170,MINNESOTA,https://go.boarddocs.com/mi/grand/Board.nsf/files/CTPTDR76E6BF/$file/v4%20Resolution%20Authorizing%20Bonding%20Proposal%20(7_20_2023)%20ada.pdf
HAYFIELD PUBLIC SCHOOL DISTRICT,2713590,MINNESOTA,https://go.boarddocs.com/vsba/fairfax/Board.nsf/files/9QN33F533708/$file/Attachment%20B%20Regions%201%20to%205%20Enrollment%20and%20Facility%20Needs%20Report.pdf
HOPKINS PUBLIC SCHOOL DISTRICT,2714260,MINNESOTA,https://www.boarddocs.com/mi/hop/Board.nsf/Public?open&id=policies
HOUSTON PUBLIC SCHOOL DISTRICT,2714280,MINNESOTA,https://go.boarddocs.com/pa/chsd/Board.nsf/goto?open&id=D3GQ7Q667969
INVER GROVE HEIGHTS SCHOOLS,2715030,MINNESOTA,https://go.boarddocs.com/mn/rps535/Board.nsf/files/CC4KR4531071/$file/Mask%20Requirement%20Update%20Memo.pdf
KERKHOVEN-MURDOCK-SUNBURG,2717120,MINNESOTA,https://www.boarddocs.com/ny/wcsd/Board.nsf/files/AU33UV089E12/$file/School%20Board%20Operating%20Procedure%20Reference%20Sheet.pdf
